Date,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN
2017-01-01,3.707692307692308,0.07272727272727274,5.2,148.0,-5.92,-2.7,-9.738461538461538
2017-01-02,3.746153846153846,2.6,28.8,148.0,-5.32,-1.5230769230769232,-6.392307692307692
2017-01-03,7.246153846153846,1.2083333333333333,35.0,174.0,-6.14,-1.7307692307692308,-19.253846153846155
2017-01-04,5.953846153846154,0.0,0.0,170.0,-19.7,-18.2,-23.923076923076923
2017-01-05,4.061538461538461,0.0,0.0,164.0,-21.580000000000002,-18.8,-25.753846153846155
2017-01-06,2.330769230769231,0.023076923076923075,1.0,164.0,-22.5,-16.346153846153847,-28.092307692307692
2017-01-07,3.723076923076923,0.0,0.0,164.0,-18.78,-15.061538461538463,-23.192307692307693
2017-01-08,3.753846153846154,0.48333333333333334,21.0,164.0,-18.84,-9.853846153846153,-25.200000000000003
2017-01-09,3.6076923076923078,1.4375,22.4,174.0,-10.6,-5.3769230769230765,-14.046153846153846
2017-01-10,5.615384615384615,4.0375,66.0,184.0,-6.62,-4.176923076923076,-18.015384615384615
2017-01-11,3.376923076923077,1.1624999999999999,35.6,230.0,-16.080000000000002,-14.223076923076924,-20.215384615384615
2017-01-12,5.253846153846154,0.038461538461538464,0.0,244.0,-17.080000000000002,-12.123076923076923,-25.415384615384614
2017-01-13,2.6923076923076925,0.0,0.0,238.0,-21.96,-13.5,-28.307692307692307
2017-01-14,2.2846153846153845,0.0,0.0,224.0,-13.040000000000001,-6.653846153846154,-18.753846153846155
2017-01-15,2.776923076923077,0.0,0.0,222.0,-11.78,-1.3384615384615384,-19.853846153846156
2017-01-16,1.723076923076923,1.3545454545454545,0.0,204.0,-6.6,-0.22307692307692306,-13.653846153846153
2017-01-17,2.6153846153846154,0.36,3.0,198.0,-4.0200000000000005,0.2538461538461539,-10.161538461538461
2017-01-18,3.784615384615385,0.0,0.0,188.0,-1.64,3.784615384615385,-5.753846153846154
2017-01-19,3.553846153846154,0.06153846153846154,0.0,184.0,0.1200000000000001,4.1,-2.869230769230769
2017-01-20,3.3153846153846156,1.78,1.6,164.0,1.54,2.269230769230769,0.04615384615384614
2017-01-21,2.3153846153846156,0.6846153846153846,0.6,144.0,1.4,2.476923076923077,0.9615384615384616
2017-01-22,2.5307692307692307,0.0,0.0,132.0,1.6600000000000001,3.1076923076923078,0.4461538461538461
2017-01-23,2.161538461538462,0.038461538461538464,0.0,120.0,0.8800000000000001,1.0307692307692309,-0.4076923076923077
2017-01-24,2.423076923076923,0.6461538461538462,16.8,108.0,-0.7,-0.04615384615384617,-1.7153846153846155
2017-01-25,5.438461538461539,1.6111111111111112,45.6,146.0,-1.7400000000000002,-0.9615384615384616,-3.4384615384615387
2017-01-26,5.6923076923076925,0.0,0.0,156.0,-3.38,-2.630769230769231,-6.738461538461538
2017-01-27,4.861538461538462,0.0,0.0,156.0,-6.26,-1.330769230769231,-9.807692307692308
2017-01-28,5.753846153846154,0.0,0.0,152.0,-4.58,-3.276923076923077,-6.553846153846154
2017-01-29,3.9538461538461536,0.023076923076923075,1.6,152.0,-6.640000000000001,-3.761538461538462,-11.623076923076923
2017-01-30,4.7153846153846155,2.1399999999999997,38.6,152.0,-7.260000000000001,1.876923076923077,-11.0
2017-01-31,6.015384615384615,0.3222222222222222,2.6,170.0,-1.0,1.4692307692307691,-4.992307692307692
2017-02-01,6.338461538461539,0.02727272727272727,2.2,176.0,-8.6,-4.7,-15.753846153846155
2017-02-02,5.576923076923077,0.0,0.0,162.0,-14.180000000000001,-10.53076923076923,-16.9
2017-02-03,3.930769230769231,0.0,0.0,162.0,-13.76,-6.084615384615384,-17.93846153846154
2017-02-04,4.723076923076923,0.5076923076923077,18.4,156.0,-8.959999999999999,-0.6692307692307692,-14.569230769230769
2017-02-05,3.630769230769231,0.11538461538461539,4.6,168.0,-7.640000000000001,-4.792307692307692,-13.069230769230769
2017-02-06,3.8846153846153846,0.3923076923076923,13.8,178.0,-8.74,-2.707692307692308,-10.669230769230769
2017-02-07,5.792307692307692,1.9599999999999997,41.8,200.0,-5.5200000000000005,-4.023076923076923,-14.907692307692308
2017-02-08,5.223076923076923,0.0,0.0,220.0,-14.66,-11.93846153846154,-21.22307692307692
