Date,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN
2017-12-07,2.7476190476190476,0.0,0.0,0.0,1.65,7.466666666666667,-4.142857142857143
2017-12-08,2.3047619047619046,0.0,0.0,0.0,-0.475,5.885714285714285,-3.9952380952380957
2017-12-09,2.2904761904761903,0.0,0.0,0.0,-1.0125,4.9,-3.3333333333333335
2017-12-10,2.642857142857143,0.014285714285714285,0.0,0.0,-1.0500000000000003,4.866666666666667,-3.6523809523809527
2017-12-11,2.357142857142857,0.0,0.0,0.0,-1.0625,5.171428571428572,-4.1
2017-12-12,1.3380952380952382,0.0,0.0,0.0,-2.175,4.0,-5.266666666666667
2017-12-13,2.0,0.05238095238095238,0.0,0.0,-0.7625,5.861904761904762,-3.7285714285714286
2017-12-14,2.2,0.0,0.0,0.0,-0.48749999999999993,5.3047619047619055,-3.842857142857143
2017-12-15,1.2761904761904763,1.2904761904761906,0.75,0.0,-0.5625,3.9285714285714284,-3.395238095238095
2017-12-16,1.5714285714285714,0.24761904761904763,0.0,0.0,1.7625,5.661904761904762,-3.723809523809524
2017-12-17,1.9380952380952383,0.2952380952380952,0.0,0.0,1.9375,7.219047619047619,-1.8285714285714287
2017-12-18,2.5,1.0809523809523809,0.0,0.0,5.0625,9.952380952380953,2.361904761904762
2017-12-19,5.0,12.342857142857142,0.0,0.0,7.05,10.59047619047619,1.638095238095238
2017-12-20,2.719047619047619,1.8476190476190475,0.0,0.0,3.4,5.8,-3.8
2017-12-21,1.4523809523809523,0.0,0.0,0.0,-1.0625,2.695238095238095,-6.142857142857143
2017-12-22,1.6,4.461904761904762,25.5,33.333333333333336,0.9624999999999999,3.7904761904761903,-1.4857142857142858
2017-12-23,2.9952380952380953,1.1857142857142857,5.0,26.666666666666668,1.5375,3.9809523809523806,-4.657142857142857
2017-12-24,2.5523809523809526,3.9523809523809526,24.75,43.333333333333336,-2.4625000000000004,0.161904761904762,-5.271428571428571
2017-12-25,1.7142857142857142,1.676190476190476,9.5,68.33333333333333,-0.6000000000000002,3.3095238095238093,-3.3476190476190473
2017-12-26,1.8190476190476192,0.2,2.6,68.33333333333333,-1.375,1.9095238095238096,-4.161904761904762
2017-12-27,1.5,0.7238095238095238,0.0,50.0,0.44999999999999996,5.514285714285714,-1.7047619047619047
2017-12-28,2.4238095238095236,7.1952380952380945,0.0,43.333333333333336,2.525,7.423809523809524,-0.8380952380952381
2017-12-29,4.114285714285714,9.823809523809524,0.0,26.666666666666668,7.3,10.952380952380953,3.6238095238095234
