Start Date,Start Time,End Date,End Time,County,State,Number of Customers Affected
2018-01-01,18:21:00,2018-01-02,18:11:00,None,Tennessee,Unknown
2018-01-02,06:45:00,2018-01-02,09:00:00,None,North Carolina,Unknown
2018-01-02,06:45:00,2018-01-02,09:00:00,None,South Carolina,Unknown
2018-01-15,04:20:00,2018-01-18,05:48:00,None,Texas,Unknown
2018-01-16,15:00:00,2018-01-18,13:00:00,None,Tennessee,Unknown
2018-01-16,13:57:00,2018-01-16,14:32:00,None,Texas,Unknown
2018-01-18,05:00:00,2018-01-18,11:00:00,None,Arkansas,Unknown
2018-01-18,05:00:00,2018-01-18,11:00:00,None,Mississippi,Unknown
2018-01-18,05:00:00,2018-01-18,11:00:00,None,Louisiana,Unknown
2018-01-18,05:00:00,2018-01-18,11:00:00,None,Texas,Unknown
2018-03-01,11:43:00,2018-03-01,11:56:00,None,California,10898
2018-03-01,21:57:00,2018-03-02,10:14:00,None,Ohio,86501
2018-03-01,22:20:00,2018-03-04,20:00:00,Wayne,Michigan,95000
2018-03-01,22:20:00,2018-03-04,20:00:00,Washtenaw,Michigan,95000
2018-03-01,22:20:00,2018-03-04,20:00:00,Oakland,Michigan,95000
2018-03-01,22:20:00,2018-03-04,20:00:00,Macomb,Michigan,95000
2018-03-01,22:20:00,2018-03-04,20:00:00,Monroe,Michigan,95000
2018-03-02,17:00:00,2018-03-06,11:00:00,None,Delaware,60000
2018-03-02,17:00:00,2018-03-06,11:00:00,None,Maryland,60000
2018-03-02,15:10:00,2018-03-06,04:57:00,None,Ohio,249322
2018-03-02,15:46:00,2018-03-04,19:46:00,New York,New York,72353
2018-03-02,15:46:00,2018-03-04,19:46:00,Westchester,New York,72353
2018-03-02,13:51:00,2018-03-05,13:18:00,None,Connecticut,325000
2018-03-02,13:51:00,2018-03-05,13:18:00,None,Massachusetts,325000
2018-03-02,13:51:00,2018-03-05,13:18:00,None,Rhode Island,325000
2018-03-02,13:51:00,2018-03-04,12:11:00,None,Pennsylvania,233136
2018-03-02,12:00:00,2018-03-05,00:00:00,None,Pennsylvania,630000
2018-03-02,08:00:00,2018-03-03,23:00:00,None,Virginia,65198
2018-03-02,08:00:00,2018-03-03,23:00:00,None,West Virginia,65198
2018-03-07,16:10:00,2018-03-10,11:32:00,None,New Jersey,216800
2018-03-07,12:00:00,2018-03-07,17:00:00,None,Pennsylvania,120000
2018-03-07,19:37:00,2018-03-10,16:35:00,None,Connecticut,102000
2018-03-07,19:37:00,2018-03-10,16:35:00,None,Massachusetts,102000
2018-03-07,19:37:00,2018-03-10,16:35:00,None,Maine,102000
2018-03-07,19:37:00,2018-03-10,16:35:00,None,New Hampshire,102000
2018-03-07,19:37:00,2018-03-10,16:35:00,None,Rhode Island,102000
2018-03-07,19:37:00,2018-03-10,16:35:00,None,Vermont,102000
2018-03-13,08:50:00,2018-03-14,23:22:00,None,Massachusetts,123629
2018-03-13,08:50:00,2018-03-14,23:22:00,None,Rhode Island,123629
2018-03-19,23:29:00,2018-03-20,03:37:00,None,Alabama,78220
2018-03-19,23:29:00,2018-03-20,03:37:00,None,Georgia,78220
2018-03-20,19:00:00,2018-03-25,06:30:00,Atlantic,New Jersey,124000
2018-03-20,19:00:00,2018-03-25,06:30:00,Camden,New Jersey,124000
2018-03-20,19:00:00,2018-03-25,06:30:00,Cape May,New Jersey,124000
2018-03-20,19:00:00,2018-03-25,06:30:00,Gloucester,New Jersey,124000
2018-03-20,19:00:00,2018-03-25,06:30:00,Salem,New Jersey,124000
2018-03-20,19:00:00,2018-03-25,06:30:00,Cumberland,New Jersey,124000
2018-03-20,19:00:00,2018-03-25,06:30:00,Burlington,New Jersey,124000
2018-03-24,22:30:00,2018-03-26,20:00:00,None,Virginia,81227
2018-03-24,22:30:00,2018-03-26,20:00:00,None,West Virginia,81227
2018-04-04,16:42:00,2018-04-07,06:22:00,None,New York,72896
2018-04-05,00:50:00,2018-04-05,16:00:00,None,Connecticut,65932
2018-04-05,00:50:00,2018-04-05,16:00:00,None,Maine,65932
2018-04-05,00:50:00,2018-04-05,16:00:00,None,Massachusetts,65932
2018-04-05,00:50:00,2018-04-05,16:00:00,None,New Hampshire,65932
2018-04-05,00:50:00,2018-04-05,16:00:00,None,Rhode Island,65932
2018-04-05,00:50:00,2018-04-05,16:00:00,None,Vermont,65932
2018-04-14,09:30:00,2018-04-14,10:00:00,None,Louisiana,56350
2018-04-14,09:30:00,2018-04-14,10:00:00,None,Arkansas,56350
2018-04-14,09:30:00,2018-04-14,10:00:00,None,Mississippi,56350
2018-04-14,09:30:00,2018-04-14,10:00:00,None,Texas,56350
2018-04-15,07:30:00,2018-04-18,07:30:00,None,Michigan,389591
2018-04-15,17:14:00,2018-04-15,23:25:00,None,North Carolina,78100
2018-04-15,17:14:00,2018-04-15,23:25:00,None,South Carolina,78100
2018-05-04,14:00:00,2018-05-05,09:30:00,Calhoun,Michigan,90000
2018-05-04,14:00:00,2018-05-05,09:30:00,Genesee,Michigan,90000
2018-05-04,14:00:00,2018-05-05,09:30:00,Ingham,Michigan,90000
2018-05-04,14:00:00,2018-05-05,09:30:00,Kent,Michigan,90000
2018-05-04,14:00:00,2018-05-05,09:30:00,Macomb,Michigan,90000
2018-05-04,14:00:00,2018-05-05,09:30:00,Midland,Michigan,90000
2018-05-04,14:00:00,2018-05-05,09:30:00,Saginaw,Michigan,90000
2018-05-04,14:00:00,2018-05-05,09:30:00,Gratiot,Michigan,90000
2018-05-04,12:00:00,2018-05-06,13:00:00,None,Michigan,300000
2018-05-04,23:10:00,2018-05-05,00:40:00,None,New Hampshire,56000
2018-05-04,23:10:00,2018-05-05,00:40:00,None,Vermont,56000
2018-05-05,04:30:00,2018-05-05,15:30:00,None,Vermont,31900
2018-05-05,04:30:00,2018-05-05,15:30:00,None,New Hampshire,31900
2018-05-05,04:30:00,2018-05-05,15:30:00,None,Maine,31900
2018-05-15,18:14:00,2018-05-15,19:00:00,None,Pennsylvania,52872
2018-05-15,18:35:00,2018-05-18,15:57:00,None,Connecticut,120000
2018-05-15,18:35:00,2018-05-18,15:57:00,None,Massachusetts,120000
2018-05-15,18:35:00,2018-05-18,15:57:00,None,Rhode Island,120000
2018-05-26,18:40:00,2018-05-27,23:50:00,Harris,Texas,163932
2018-06-02,05:00:00,2018-06-02,11:00:00,Jackson,Missouri,103535
2018-06-02,05:00:00,2018-06-02,11:00:00,Clay,Missouri,103535
2018-06-02,05:00:00,2018-06-02,11:00:00,Platte,Missouri,103535
2018-06-02,05:00:00,2018-06-02,11:00:00,Andrew,Missouri,103535
2018-06-02,05:00:00,2018-06-02,11:00:00,Johnson,Kansas,103535
2018-06-18,18:20:00,2018-06-19,00:15:00,None,Connecticut,112927
2018-06-18,18:20:00,2018-06-19,00:15:00,None,Maine,112927
2018-06-18,18:20:00,2018-06-19,00:15:00,None,Massachusetts,112927
2018-06-18,18:20:00,2018-06-19,00:15:00,None,New Hampshire,112927
2018-06-18,18:20:00,2018-06-19,00:15:00,None,Rhode Island,112927
2018-06-18,18:20:00,2018-06-19,00:15:00,None,Vermont,112927
2018-06-28,18:36:00,2018-07-01,07:00:00,None,Missouri,112000
2018-06-28,18:36:00,2018-07-01,07:00:00,None,Illinois,112000
2018-06-28,14:50:00,2018-06-29,09:00:00,None,Alabama,48109
2018-06-28,14:50:00,2018-06-29,09:00:00,None,Georgia,48109
2018-06-29,07:35:00,2018-06-29,09:30:00,St. Louis,Minnesota,Unknown
2018-07-18,17:28:00,2018-07-18,17:31:00,None,Oregon,Unknown
2018-07-20,16:19:00,2018-07-20,16:48:00,None,Kentucky,87833
2018-07-21,04:45:00,2018-07-21,11:15:00,None,Arkansas,64930
2018-07-21,07:20:00,2018-07-21,11:30:00,None,Georgia,42901
2018-07-23,04:16:00,2018-07-23,04:29:00,Pinellas,Florida,Unknown
2018-07-27,16:28:00,2018-07-27,16:33:00,New York,New York,0
2018-07-30,06:30:00,2018-07-30,23:00:00,Maricopa,Arizona,82000
2018-08-26,22:00:00,2018-08-27,04:56:00,Muskegon,Michigan,67000
2018-08-26,22:00:00,2018-08-27,04:56:00,Newaygo,Michigan,67000
2018-08-26,22:00:00,2018-08-27,04:56:00,Oceana,Michigan,67000
2018-08-26,22:00:00,2018-08-27,04:56:00,Mason,Michigan,67000
2018-08-26,22:00:00,2018-08-27,04:56:00,Kent,Michigan,67000
2018-08-26,22:00:00,2018-08-27,04:56:00,Mecosta,Michigan,67000
2018-08-26,22:00:00,2018-08-27,04:56:00,Montcalm,Michigan,67000
2018-08-26,22:00:00,2018-08-27,04:56:00,Isabella,Michigan,67000
2018-08-26,22:00:00,2018-08-27,04:56:00,Midland,Michigan,67000
2018-08-26,22:00:00,2018-08-27,04:56:00,Saginaw,Michigan,67000
2018-08-28,20:00:00,2018-08-30,14:59:00,Benzie,Michigan,110000
2018-08-28,20:00:00,2018-08-30,14:59:00,Barry,Michigan,110000
2018-08-28,20:00:00,2018-08-30,14:59:00,Grand Traverse,Michigan,110000
2018-08-28,20:00:00,2018-08-30,14:59:00,Kalkaska,Michigan,110000
2018-08-28,20:00:00,2018-08-30,14:59:00,Mason,Michigan,110000
2018-08-28,20:00:00,2018-08-30,14:59:00,Oceana,Michigan,110000
2018-08-28,20:00:00,2018-08-30,14:59:00,Muskegon,Michigan,110000
2018-08-28,20:00:00,2018-08-30,14:59:00,Kent,Michigan,110000
2018-08-28,20:00:00,2018-08-30,14:59:00,Newaygo,Michigan,110000
2018-08-28,20:00:00,2018-08-30,14:59:00,Montcalm,Michigan,110000
2018-08-28,20:00:00,2018-08-30,14:59:00,Mecosta,Michigan,110000
2018-08-28,20:00:00,2018-08-30,14:59:00,Antrim,Michigan,110000
2018-08-28,20:00:00,2018-08-30,14:59:00,Eaton,Michigan,110000
2018-08-28,20:00:00,2018-08-30,14:59:00,Ionia,Michigan,110000
2018-08-28,20:00:00,2018-08-30,14:59:00,Isabella,Michigan,110000
2018-08-28,20:00:00,2018-08-30,14:59:00,Clare,Michigan,110000
2018-08-28,20:00:00,2018-08-30,14:59:00,Saginaw,Michigan,110000
2018-08-29,00:00:00,2018-08-30,00:00:00,None,Illinois,100000
2018-09-13,20:56:00,2018-09-20,19:00:00,None,North Carolina,1457583
2018-09-13,20:56:00,2018-09-20,19:00:00,None,South Carolina,1457583
2018-09-13,20:30:00,2018-09-19,17:00:00,None,North Carolina,325000
2018-09-15,01:05:00,2018-09-17,16:00:00,Horry,South Carolina,50100
2018-09-15,01:05:00,2018-09-17,16:00:00,Chesterfield,South Carolina,50100
2018-09-15,01:05:00,2018-09-17,16:00:00,Dillon,South Carolina,50100
2018-09-15,01:05:00,2018-09-17,16:00:00,Georgetown,South Carolina,50100
2018-09-15,01:05:00,2018-09-17,16:00:00,Marlboro,South Carolina,50100
2018-09-15,01:05:00,2018-09-17,16:00:00,Darlington,South Carolina,50100
2018-09-16,08:00:00,2018-09-18,19:40:00,None,North Carolina,50000
2018-09-16,08:00:00,2018-09-18,19:40:00,None,South Carolina,50000
