Start Date,Start Time,End Date,End Time,County,State,Number of Customers Affected
2017-05-28,19:30:00,2017-05-29,22:00:00,None,Texas,103000
2017-05-28,19:30:00,2017-05-29,22:00:00,None,Louisiana,103000
2017-06-11,13:25:00,2017-06-11,19:15:00,None,Wisconsin,53610
2017-06-11,07:00:00,2017-06-11,11:22:00,None,Minnesota,70000
2017-06-15,17:00:00,2017-06-15,22:00:00,None,Alabama,82713
2017-06-15,17:00:00,2017-06-15,22:00:00,None,Georgia,82713
2017-06-16,20:00:00,2017-06-17,06:00:00,None,Arkansas,76000
2017-06-17,21:00:00,2017-06-18,07:00:00,Jackson,Missouri,84737
2017-06-17,21:00:00,2017-06-18,07:00:00,Platte,Missouri,84737
2017-06-17,21:00:00,2017-06-18,07:00:00,Clay,Missouri,84737
2017-06-17,21:00:00,2017-06-18,07:00:00,Cass,Missouri,84737
2017-06-17,21:00:00,2017-06-18,07:00:00,None,Kansas,84737
2017-06-22,18:00:00,2017-06-25,12:45:00,Wayne,Michigan,118631
2017-06-22,18:00:00,2017-06-25,12:45:00,Monroe,Michigan,118631
2017-07-07,03:30:00,2017-07-08,19:30:00,Kent,Michigan,160000
2017-07-07,03:30:00,2017-07-08,19:30:00,Ottawa,Michigan,160000
2017-07-07,03:30:00,2017-07-08,19:30:00,Muskegon,Michigan,160000
2017-07-07,03:30:00,2017-07-08,19:30:00,Barry,Michigan,160000
2017-07-07,03:30:00,2017-07-08,19:30:00,Oceana,Michigan,160000
2017-07-07,03:30:00,2017-07-08,19:30:00,Eaton,Michigan,160000
2017-07-18,16:23:00,2017-07-18,18:39:00,None,Nevada,0
2017-07-22,22:00:00,2017-07-23,12:00:00,Clay,Missouri,112540
2017-07-22,22:00:00,2017-07-23,12:00:00,Jackson,Missouri,112540
2017-07-22,22:00:00,2017-07-23,12:00:00,Lafayette,Missouri,112540
2017-07-22,22:00:00,2017-07-23,12:00:00,Platte,Missouri,112540
2017-07-22,22:00:00,2017-07-23,12:00:00,Johnson,Kansas,112540
2017-07-22,22:00:00,2017-07-23,12:00:00,Miami,Kansas,112540
2017-07-22,22:00:00,2017-07-23,12:00:00,Wyandotte,Kansas,112540
2017-08-25,18:30:00,2017-09-05,17:00:00,None,Texas,330000
2017-08-25,18:17:00,2017-09-02,17:00:00,Matagorda,Texas,220400
2017-08-25,18:17:00,2017-09-02,17:00:00,Nueces,Texas,220400
2017-08-25,18:17:00,2017-09-02,17:00:00,Aransas,Texas,220400
2017-08-25,18:17:00,2017-09-02,17:00:00,Refugio,Texas,220400
2017-08-25,18:17:00,2017-09-02,17:00:00,San Patricio,Texas,220400
2017-08-25,18:17:00,2017-09-02,17:00:00,Calhoun,Texas,220400
2017-08-25,18:17:00,2017-09-02,17:00:00,Victoria,Texas,220400
2017-08-25,18:17:00,2017-09-02,17:00:00,Jackson,Texas,220400
2017-08-25,18:17:00,2017-09-02,17:00:00,Live Oak,Texas,220400
2017-08-25,18:17:00,2017-09-02,17:00:00,Jim Wells,Texas,220400
2017-08-25,18:17:00,2017-09-02,17:00:00,Bee,Texas,220400
2017-08-25,18:17:00,2017-09-02,17:00:00,Lavaca,Texas,220400
2017-08-26,06:26:00,2017-09-08,00:00:00,None,Texas,1076868
2017-08-26,00:39:00,2017-08-26,00:52:00,None,Texas,Unknown
2017-08-27,05:10:00,2017-09-08,00:00:00,Harris,Texas,1076868
2017-08-31,14:49:00,2017-08-31,17:14:00,Los Angeles,California,0
2017-09-01,15:41:00,2017-09-01,20:30:00,None,California,0
2017-09-10,18:35:00,2017-09-13,17:00:00,Alachua,Florida,1000000
2017-09-10,18:35:00,2017-09-13,17:00:00,Bay,Florida,1000000
2017-09-10,18:35:00,2017-09-13,17:00:00,Brevard,Florida,1000000
2017-09-10,18:35:00,2017-09-13,17:00:00,Citrus,Florida,1000000
2017-09-10,18:35:00,2017-09-13,17:00:00,Columbia,Florida,1000000
2017-09-10,18:35:00,2017-09-13,17:00:00,Dixie,Florida,1000000
2017-09-10,18:35:00,2017-09-13,17:00:00,Flagler,Florida,1000000
2017-09-10,18:35:00,2017-09-13,17:00:00,Franklin,Florida,1000000
2017-09-10,18:35:00,2017-09-13,17:00:00,Gilchrist,Florida,1000000
2017-09-10,18:35:00,2017-09-13,17:00:00,Gulf,Florida,1000000
2017-09-10,18:35:00,2017-09-13,17:00:00,Hamilton,Florida,1000000
2017-09-10,18:35:00,2017-09-13,17:00:00,Hardee,Florida,1000000
2017-09-10,18:35:00,2017-09-13,17:00:00,Hernando,Florida,1000000
2017-09-10,18:35:00,2017-09-13,17:00:00,Highlands,Florida,1000000
2017-09-10,18:35:00,2017-09-13,17:00:00,Jefferson,Florida,1000000
2017-09-10,18:35:00,2017-09-13,17:00:00,Lafayette,Florida,1000000
2017-09-10,18:35:00,2017-09-13,17:00:00,Lake,Florida,1000000
2017-09-10,18:35:00,2017-09-13,17:00:00,Leon,Florida,1000000
2017-09-10,18:35:00,2017-09-13,17:00:00,Levy,Florida,1000000
2017-09-10,18:35:00,2017-09-13,17:00:00,Madison,Florida,1000000
2017-09-10,18:35:00,2017-09-13,17:00:00,Marion,Florida,1000000
2017-09-10,18:35:00,2017-09-13,17:00:00,Orange,Florida,1000000
2017-09-10,18:35:00,2017-09-13,17:00:00,Osceola,Florida,1000000
2017-09-10,18:35:00,2017-09-13,17:00:00,Pasco,Florida,1000000
2017-09-10,18:35:00,2017-09-13,17:00:00,Pinellas,Florida,1000000
2017-09-10,18:35:00,2017-09-13,17:00:00,Polk,Florida,1000000
2017-09-10,18:35:00,2017-09-13,17:00:00,Seminole,Florida,1000000
2017-09-10,18:35:00,2017-09-13,17:00:00,Sumter,Florida,1000000
2017-09-10,18:35:00,2017-09-13,17:00:00,Suwannee,Florida,1000000
2017-09-10,18:35:00,2017-09-13,17:00:00,Taylor,Florida,1000000
2017-09-10,18:35:00,2017-09-13,17:00:00,Volusia,Florida,1000000
2017-09-10,18:35:00,2017-09-13,17:00:00,Wakulla,Florida,1000000
2017-09-11,02:27:00,2017-09-15,20:44:00,None,Georgia,39659
2017-09-11,17:30:00,2017-09-13,09:30:00,None,North Carolina,265729
2017-09-11,17:30:00,2017-09-13,09:30:00,None,South Carolina,265729
2017-09-11,12:55:00,2017-09-12,08:00:00,None,South Carolina,154832
2017-10-09,02:03:00,2017-10-17,13:30:00,None,California,117900
2017-10-20,03:44:00,2017-10-20,03:45:00,None,Washington,Unknown
2017-10-22,08:45:00,2017-10-22,14:00:00,None,Louisiana,Unknown
2017-10-22,08:45:00,2017-10-22,14:00:00,None,Mississippi,Unknown
2017-10-22,08:45:00,2017-10-22,14:00:00,None,Arkansas,Unknown
2017-10-22,08:45:00,2017-10-22,14:00:00,None,Texas,Unknown
2017-10-23,17:50:00,2017-10-24,18:17:00,None,North Carolina,115144
2017-10-23,17:50:00,2017-10-24,18:17:00,None,South Carolina,115144
2017-10-29,23:40:00,2017-11-01,18:08:00,None,Connecticut,310453
2017-10-29,23:40:00,2017-11-01,18:08:00,None,Massachusetts,310453
2017-10-29,23:40:00,2017-11-01,18:08:00,None,New Hampshire,310453
2017-10-29,23:40:00,2017-11-01,18:08:00,None,Maine,310453
2017-10-29,23:40:00,2017-11-01,18:08:00,None,Rhode Island,310453
2017-10-29,23:40:00,2017-11-01,18:08:00,None,Vermont,310453
2017-11-05,19:35:00,2017-11-05,23:09:00,None,Ohio,89216
2017-11-13,16:33:00,2017-11-16,06:00:00,King,Washington,68430
2017-11-13,02:00:00,2017-11-15,08:17:00,Island,Washington,236100
2017-11-13,02:00:00,2017-11-15,08:17:00,King,Washington,236100
2017-11-13,02:00:00,2017-11-15,08:17:00,Kitsap,Washington,236100
2017-11-13,02:00:00,2017-11-15,08:17:00,Thurston,Washington,236100
2017-11-13,02:00:00,2017-11-15,08:17:00,Skagit,Washington,236100
2017-11-13,02:00:00,2017-11-15,08:17:00,Whatcom,Washington,236100
2017-12-05,06:30:00,2017-12-06,10:00:00,Oscoda,Michigan,117500
2017-12-05,06:30:00,2017-12-06,10:00:00,Isabella,Michigan,117500
2017-12-05,06:30:00,2017-12-06,10:00:00,Roscommon,Michigan,117500
2017-12-05,06:30:00,2017-12-06,10:00:00,Ogemaw,Michigan,117500
2017-12-07,20:00:00,2017-12-08,17:00:00,Bexar,Texas,88000
2017-12-08,09:30:00,2017-12-08,22:30:00,None,Louisiana,79000
2017-12-08,09:30:00,2017-12-08,22:30:00,None,Mississippi,79000
2017-12-08,10:00:00,2017-12-10,20:50:00,None,Alabama,301872
2017-12-08,10:00:00,2017-12-10,20:50:00,None,Georgia,301872
2017-12-08,10:00:00,2017-12-10,20:50:00,None,Mississippi,301872
2017-12-10,01:25:00,2017-12-10,02:30:00,Ventura,California,51323
2017-12-10,01:25:00,2017-12-10,02:30:00,Santa Barbara,California,51323
