Start Date,Start Time,End Date,End Time,County,State,Number of Customers Affected
2020-04-08,21:57:00,2020-04-09,08:59:00,None,Kentucky,78314
2020-04-08,22:03:00,2020-04-09,07:36:00,None,Indiana,93000
2020-04-08,01:21:00,2020-04-08,03:56:00,None,Ohio,82509
2020-04-09,19:25:00,2020-04-10,03:30:00,Harris,Texas,95000
2020-04-09,19:40:00,2020-04-11,22:00:00,None,Maine,340000
2020-04-12,13:00:00,2020-04-12,19:27:00,Acadia Parish,Louisiana,37991
2020-04-12,13:00:00,2020-04-12,19:27:00,Iberville Parish,Louisiana,37991
2020-04-12,13:00:00,2020-04-12,19:27:00,Jefferson Davis Parish,Louisiana,37991
2020-04-12,13:00:00,2020-04-12,19:27:00,Concordia Parish,Louisiana,37991
2020-04-12,13:00:00,2020-04-12,19:27:00,Winn Parish,Louisiana,37991
2020-04-12,13:00:00,2020-04-12,19:27:00,Catahoula Parish,Louisiana,37991
2020-04-12,13:00:00,2020-04-12,19:27:00,Terrebonne Parish,Louisiana,37991
2020-04-12,13:00:00,2020-04-12,19:27:00,St. Mary Parish,Louisiana,37991
2020-04-12,20:30:00,2020-04-14,09:00:00,None,Arkansas,51000
2020-04-12,21:28:00,2020-04-15,12:00:00,None,Virginia,104000
2020-04-12,21:28:00,2020-04-15,12:00:00,None,West Virginia,104000
2020-04-12,17:00:00,2020-04-14,01:25:00,None,Mississippi,62828
2020-04-12,17:00:00,2020-04-14,01:25:00,None,Alabama,62828
2020-04-12,17:00:00,2020-04-14,01:25:00,None,Georgia,62828
2020-04-12,18:13:00,2020-04-13,15:23:00,None,Texas,63289
2020-04-13,03:30:00,2020-04-14,18:18:00,None,North Carolina,216400
2020-04-13,03:30:00,2020-04-14,18:18:00,None,South Carolina,216400
2020-04-13,00:45:00,2020-04-13,03:00:00,Hamilton,Tennessee,120000
2020-04-13,10:25:00,2020-04-13,18:55:00,None,North Carolina,95000
2020-04-13,13:05:00,2020-04-14,16:00:00,None,Connecticut,68476
2020-04-13,13:05:00,2020-04-14,16:00:00,None,Maine,68476
2020-04-13,13:05:00,2020-04-14,16:00:00,None,Massachusetts,68476
2020-04-13,13:05:00,2020-04-14,16:00:00,None,New Hampshire,68476
2020-04-13,13:05:00,2020-04-14,16:00:00,None,Rhode Island,68476
2020-04-13,13:05:00,2020-04-14,16:00:00,None,Vermont,68476
2020-04-13,07:31:00,2020-04-13,14:00:00,None,North Carolina,Unknown
2020-04-13,07:31:00,2020-04-13,14:00:00,None,South Carolina,Unknown
2020-04-20,00:59:00,2020-04-20,08:40:00,None,Alabama,77341
2020-04-20,00:59:00,2020-04-20,08:40:00,None,Mississippi,77341
2020-04-20,00:59:00,2020-04-20,08:40:00,None,Georgia,77341
2020-04-20,00:59:00,2020-04-20,08:40:00,None,Florida,77341
2020-04-23,04:30:00,2020-04-23,07:00:00,None,Mississippi,55184
2020-04-23,04:30:00,2020-04-23,07:00:00,None,Arkansas,55184
2020-04-23,04:30:00,2020-04-23,07:00:00,None,Louisiana,55184
2020-04-23,08:00:00,2020-04-23,23:40:00,None,Alabama,52163
2020-04-23,08:00:00,2020-04-23,23:40:00,None,Georgia,52163
2020-04-23,08:00:00,2020-04-23,23:40:00,None,Mississippi,52163
2020-04-23,08:00:00,2020-04-23,23:40:00,None,Florida,52163
2020-04-29,06:00:00,2020-04-29,12:31:00,None,Louisiana,77933
2020-04-29,05:55:00,2020-04-29,19:00:00,Harris,Texas,146660
2020-05-04,11:59:00,2020-05-07,20:00:00,Davidson,Tennessee,130000
2020-05-15,17:55:00,2020-05-17,18:00:00,Saratoga,New York,52
2020-05-22,16:35:00,2020-05-23,15:29:00,None,North Carolina,108190
2020-05-22,16:35:00,2020-05-23,15:29:00,None,South Carolina,108190
2020-05-27,17:15:00,2020-05-29,06:30:00,Harris,Texas,382000
2020-06-03,13:00:00,2020-06-06,16:30:00,None,New Jersey,87000
2020-06-03,12:30:00,2020-06-03,18:00:00,Bucks,Pennsylvania,708000
2020-06-03,12:30:00,2020-06-03,18:00:00,Chester,Pennsylvania,708000
2020-06-03,12:30:00,2020-06-03,18:00:00,Delaware,Pennsylvania,708000
2020-06-03,12:30:00,2020-06-03,18:00:00,Montgomery,Pennsylvania,708000
2020-06-03,12:30:00,2020-06-03,18:00:00,Philadelphia,Pennsylvania,708000
2020-06-03,12:30:00,2020-06-03,18:00:00,York,Pennsylvania,708000
2020-06-03,13:36:00,2020-06-03,16:30:00,None,New Jersey,78079
2020-06-10,12:22:00,2020-06-10,17:00:00,Gratiot,Michigan,270000
2020-06-10,12:22:00,2020-06-10,17:00:00,Lake,Michigan,270000
2020-06-10,12:22:00,2020-06-10,17:00:00,Missaukee,Michigan,270000
2020-06-10,12:22:00,2020-06-10,17:00:00,Benzie,Michigan,270000
2020-06-10,12:22:00,2020-06-10,17:00:00,Leelanau,Michigan,270000
2020-06-10,12:22:00,2020-06-10,17:00:00,Manistee,Michigan,270000
2020-06-10,12:22:00,2020-06-10,17:00:00,Wexford,Michigan,270000
2020-06-10,12:22:00,2020-06-10,17:00:00,Montcalm,Michigan,270000
2020-06-10,12:22:00,2020-06-10,17:00:00,Kent,Michigan,270000
2020-06-10,12:22:00,2020-06-10,17:00:00,Ottawa,Michigan,270000
2020-06-10,12:22:00,2020-06-10,17:00:00,Van Buren,Michigan,270000
2020-06-10,12:22:00,2020-06-10,17:00:00,St. Joseph,Michigan,270000
2020-06-10,12:22:00,2020-06-10,17:00:00,Arenac,Michigan,270000
2020-06-10,12:22:00,2020-06-10,17:00:00,Saginaw,Michigan,270000
2020-06-10,12:22:00,2020-06-10,17:00:00,Calhoun,Michigan,270000
2020-06-10,12:22:00,2020-06-10,17:00:00,Branch,Michigan,270000
2020-06-10,17:24:00,2020-06-11,18:00:00,None,Ohio,85822
2020-06-10,17:24:00,2020-06-11,18:00:00,None,Indiana,85822
2020-06-10,17:24:00,2020-06-11,18:00:00,None,Kentucky,85822
2020-06-10,17:24:00,2020-06-11,18:00:00,None,West Virginia,85822
2020-06-27,16:00:00,2020-06-28,02:27:00,None,Alabama,78109
2020-06-27,16:00:00,2020-06-28,02:27:00,None,Georgia,78109
2020-07-07,19:17:00,2020-07-07,23:49:00,Wyoming,West Virginia,Unknown
2020-07-11,23:30:00,2020-07-12,06:30:00,None,Oklahoma,68000
2020-07-11,23:30:00,2020-07-12,06:30:00,None,Arkansas,68000
2020-07-12,04:30:00,2020-07-13,05:00:00,Collin,Texas,48000
2020-07-12,04:30:00,2020-07-13,05:00:00,Dallas,Texas,48000
2020-07-12,04:30:00,2020-07-13,05:00:00,Denton,Texas,48000
2020-07-12,04:30:00,2020-07-13,05:00:00,Rockwall,Texas,48000
2020-07-12,04:30:00,2020-07-13,05:00:00,Tarrant,Texas,48000
2020-07-19,14:30:00,2020-07-21,18:48:00,None,Michigan,158500
2020-07-25,21:00:00,2020-07-26,16:00:00,Hidalgo,Texas,84000
2020-07-25,21:00:00,2020-07-26,16:00:00,Cameron,Texas,84000
2020-07-25,21:00:00,2020-07-26,16:00:00,Starr,Texas,84000
2020-07-25,21:00:00,2020-07-26,16:00:00,Kenedy,Texas,84000
2020-07-25,21:00:00,2020-07-26,16:00:00,Willacy,Texas,84000
2020-07-25,21:00:00,2020-07-26,16:00:00,Brooks,Texas,84000
2020-07-25,21:00:00,2020-07-26,16:00:00,Jim Hogg,Texas,84000
2020-07-25,19:58:00,2020-07-27,19:00:00,Nueces,Texas,201208
2020-07-25,19:58:00,2020-07-27,19:00:00,Kleberg,Texas,201208
2020-07-25,19:58:00,2020-07-27,19:00:00,Cameron,Texas,201208
2020-07-25,19:58:00,2020-07-27,19:00:00,Willacy,Texas,201208
2020-07-25,19:58:00,2020-07-27,19:00:00,Hidalgo,Texas,201208
2020-07-25,19:58:00,2020-07-27,19:00:00,Starr,Texas,201208
2020-07-25,19:58:00,2020-07-27,19:00:00,Kenedy,Texas,201208
2020-08-01,11:14:00,2020-08-10,21:26:00,Cameron,Texas,Unknown
2020-08-01,11:14:00,2020-08-10,21:26:00,Willacy,Texas,Unknown
2020-08-01,11:14:00,2020-08-10,21:26:00,Hidalgo,Texas,Unknown
2020-08-01,11:14:00,2020-08-10,21:26:00,Starr,Texas,Unknown
2020-08-01,00:00:00,2020-08-01,00:01:00,Cameron,Texas,Unknown
2020-08-01,00:00:00,2020-08-01,00:01:00,Hidalgo,Texas,Unknown
2020-08-01,00:00:00,2020-08-01,00:01:00,Starr,Texas,Unknown
2020-08-01,00:00:00,2020-08-01,00:01:00,Willacy,Texas,Unknown
2020-08-03,23:15:00,2020-08-06,07:00:00,None,North Carolina,340000
2020-08-03,23:15:00,2020-08-06,07:00:00,None,South Carolina,340000
2020-08-04,12:00:00,2020-08-07,06:00:00,Rockland,New York,160000
2020-08-04,12:00:00,2020-08-07,06:00:00,Orange,New York,160000
2020-08-04,12:00:00,2020-08-07,06:00:00,Sullivan,New York,160000
2020-08-04,12:00:00,2020-08-07,06:00:00,Bergen,New Jersey,160000
2020-08-04,12:00:00,2020-08-07,06:00:00,Passaic,New Jersey,160000
2020-08-04,12:00:00,2020-08-07,06:00:00,Sussex,New Jersey,160000
2020-08-04,13:00:00,2020-08-04,23:59:00,Nassau,New York,420000
2020-08-04,13:00:00,2020-08-04,23:59:00,Suffolk,New York,420000
2020-08-04,13:00:00,2020-08-04,23:59:00,Queens,New York,420000
2020-08-04,11:20:00,2020-08-07,10:55:00,None,New Jersey,75000
2020-08-04,09:00:00,2020-08-05,18:00:00,None,Delaware,100000
2020-08-04,14:00:00,2020-08-08,12:00:00,Dutchess,New York,116818
2020-08-04,14:00:00,2020-08-08,12:00:00,Orange,New York,116818
2020-08-04,14:00:00,2020-08-08,12:00:00,Ulster,New York,116818
2020-08-04,04:41:00,2020-08-05,16:26:00,None,Virginia,508000
2020-08-04,12:18:00,2020-08-08,17:31:00,None,New Jersey,788000
2020-08-04,14:35:00,2020-08-10,11:00:00,Broome,New York,76120
2020-08-04,15:15:00,2020-08-07,10:27:00,None,Connecticut,1188247
2020-08-04,15:15:00,2020-08-07,10:27:00,None,Massachusetts,1188247
2020-08-04,15:15:00,2020-08-07,10:27:00,None,New Hampshire,1188247
2020-08-04,15:15:00,2020-08-07,10:27:00,None,Maine,1188247
2020-08-04,15:15:00,2020-08-07,10:27:00,None,Rhode Island,1188247
2020-08-04,15:15:00,2020-08-07,10:27:00,None,Vermont,1188247
2020-08-04,06:01:00,2020-08-06,15:30:00,Brunswick,North Carolina,125987
2020-08-04,06:01:00,2020-08-06,15:30:00,Columbus,North Carolina,125987
2020-08-04,06:01:00,2020-08-06,15:30:00,Pender,North Carolina,125987
2020-08-04,06:01:00,2020-08-06,15:30:00,Duplin,North Carolina,125987
2020-08-04,06:01:00,2020-08-06,15:30:00,Onslow,North Carolina,125987
2020-08-04,06:01:00,2020-08-06,15:30:00,Jones,North Carolina,125987
2020-08-04,06:01:00,2020-08-06,15:30:00,Craven,North Carolina,125987
2020-08-04,06:01:00,2020-08-06,15:30:00,Jones,North Carolina,125987
2020-08-04,06:01:00,2020-08-06,15:30:00,Beaufort,North Carolina,125987
2020-08-04,06:01:00,2020-08-06,15:30:00,Bertie,North Carolina,125987
2020-08-04,06:01:00,2020-08-06,15:30:00,Chowan,North Carolina,125987
2020-08-04,06:01:00,2020-08-06,15:30:00,Gates,North Carolina,125987
2020-08-04,06:01:00,2020-08-06,15:30:00,Perquimans,North Carolina,125987
2020-08-10,11:00:00,2020-08-10,16:00:00,Webster,Iowa,Unknown
2020-08-10,11:00:00,2020-08-10,16:00:00,Greene,Iowa,Unknown
2020-08-10,11:00:00,2020-08-10,16:00:00,Dallas,Iowa,Unknown
2020-08-10,11:00:00,2020-08-10,16:00:00,Hamilton,Iowa,Unknown
2020-08-10,11:00:00,2020-08-10,16:00:00,Boone,Iowa,Unknown
2020-08-10,11:00:00,2020-08-10,16:00:00,Polk,Iowa,Unknown
2020-08-10,11:00:00,2020-08-10,16:00:00,Hardin,Iowa,Unknown
2020-08-10,11:00:00,2020-08-10,16:00:00,Story,Iowa,Unknown
2020-08-10,11:00:00,2020-08-10,16:00:00,Jasper,Iowa,Unknown
2020-08-10,11:00:00,2020-08-10,16:00:00,Grundy,Iowa,Unknown
2020-08-10,11:00:00,2020-08-10,16:00:00,Marshall,Iowa,Unknown
2020-08-10,11:00:00,2020-08-10,16:00:00,Tama,Iowa,Unknown
2020-08-10,11:00:00,2020-08-10,16:00:00,Poweshiek,Iowa,Unknown
2020-08-10,11:00:00,2020-08-10,16:00:00,Benton,Iowa,Unknown
2020-08-10,11:00:00,2020-08-10,16:00:00,Iowa,Iowa,Unknown
2020-08-10,11:00:00,2020-08-10,16:00:00,Linn,Iowa,Unknown
2020-08-10,11:00:00,2020-08-10,16:00:00,Johnson,Iowa,Unknown
2020-08-10,11:00:00,2020-08-10,16:00:00,Jones,Iowa,Unknown
2020-08-10,11:00:00,2020-08-10,16:00:00,Cedar,Iowa,Unknown
2020-08-10,11:00:00,2020-08-10,16:00:00,Muscatine,Iowa,Unknown
2020-08-10,11:00:00,2020-08-10,16:00:00,Jackson,Iowa,Unknown
2020-08-10,11:00:00,2020-08-10,16:00:00,Clinton,Iowa,Unknown
2020-08-10,11:00:00,2020-08-10,16:00:00,Scott,Iowa,Unknown
2020-08-10,16:00:00,2020-08-13,15:00:00,None,Illinois,135000
2020-08-10,16:00:00,2020-08-13,15:00:00,None,Missouri,135000
2020-08-10,22:39:00,2020-08-13,15:48:00,None,Indiana,95300
2020-08-14,17:15:00,2020-08-15,21:00:00,None,California,Unknown
2020-08-14,20:00:00,2020-08-16,17:00:00,Anoka,Minnesota,60000
2020-08-14,20:00:00,2020-08-16,17:00:00,Hennepin,Minnesota,60000
2020-08-14,20:00:00,2020-08-16,17:00:00,Ramsey,Minnesota,60000
2020-08-14,20:00:00,2020-08-16,17:00:00,Washington,Minnesota,60000
2020-08-15,14:53:00,2020-08-15,20:00:00,None,California,Unknown
2020-08-16,20:00:00,2020-08-18,21:00:00,Collin,Texas,300000
2020-08-16,20:00:00,2020-08-18,21:00:00,Dallas,Texas,300000
2020-08-16,20:00:00,2020-08-18,21:00:00,Denton,Texas,300000
2020-08-16,20:00:00,2020-08-18,21:00:00,Tarrant,Texas,300000
2020-08-16,20:00:00,2020-08-18,21:00:00,Ellis,Texas,300000
2020-08-16,20:00:00,2020-08-18,21:00:00,Kaufman,Texas,300000
2020-08-16,20:00:00,2020-08-18,21:00:00,Johnson,Texas,300000
2020-08-16,20:00:00,2020-08-18,21:00:00,Anderson,Texas,300000
2020-08-16,20:00:00,2020-08-18,21:00:00,Angelina,Texas,300000
2020-08-16,20:00:00,2020-08-18,21:00:00,Grayson,Texas,300000
2020-08-16,20:00:00,2020-08-18,21:00:00,Smith,Texas,300000
2020-08-16,20:00:00,2020-08-18,21:00:00,Wichita,Texas,300000
2020-08-16,03:44:00,2020-08-17,14:18:00,None,California,124266
2020-08-16,17:30:00,2020-08-16,19:10:00,None,California,Unknown
2020-08-17,08:21:00,2020-08-17,09:01:00,Yuba,California,2
2020-08-17,15:05:00,2020-08-17,21:24:00,None,California,Unknown
2020-08-18,14:00:00,2020-08-18,21:00:00,None,Nevada,1400000
2020-08-18,13:30:00,2020-08-18,20:30:00,None,California,Unknown
2020-08-19,14:00:00,2020-08-19,21:00:00,Maricopa,Arizona,0
2020-08-19,14:00:00,2020-08-19,21:00:00,None,Nevada,1400000
2020-08-19,12:00:00,2020-08-19,21:00:00,None,California,Unknown
2020-08-27,05:00:00,2020-09-03,12:00:00,None,Louisiana,50000
2020-08-27,07:00:00,2020-08-30,19:00:00,Rapides Parish,Louisiana,Unknown
2020-08-27,12:44:00,2020-08-27,23:00:00,None,Texas,Unknown
2020-08-27,12:06:00,2020-08-27,22:49:00,None,Texas,Unknown
2020-08-27,07:40:00,2020-08-31,07:40:00,None,Louisiana,130000
2020-08-27,07:40:00,2020-08-31,07:40:00,None,Texas,130000
2020-08-27,07:40:00,2020-08-31,03:33:00,None,Louisiana,47927
2020-08-27,07:40:00,2020-08-31,03:33:00,None,Texas,47927
2020-08-27,12:02:00,2020-08-27,22:54:00,None,Texas,Unknown
2020-08-27,17:11:00,2020-08-28,10:00:00,None,Connecticut,60687
2020-08-27,17:11:00,2020-08-28,10:00:00,None,Massachusetts,60687
2020-08-27,17:11:00,2020-08-28,10:00:00,None,New Hampshire,60687
2020-08-27,17:11:00,2020-08-28,10:00:00,None,Maine,60687
2020-08-27,17:11:00,2020-08-28,10:00:00,None,Rhode Island,60687
2020-08-27,17:11:00,2020-08-28,10:00:00,None,Vermont,60687
2020-08-28,16:27:00,2020-08-28,19:26:00,None,Washington,0
2020-08-28,16:27:00,2020-08-28,19:26:00,None,Oregon,0
2020-08-29,03:35:00,2020-08-29,05:45:00,None,Texas,Unknown
2020-09-05,17:20:00,2020-09-05,20:37:00,None,California,Unknown
2020-09-05,17:25:00,2020-09-05,20:55:00,Imperial,California,20000
2020-09-06,16:00:00,2020-09-06,21:00:00,None,Nevada,1400000
2020-09-06,17:00:00,2020-09-07,03:00:00,Los Angeles,California,72000
2020-09-07,18:00:00,2020-09-08,18:00:00,Kitsap,Washington,71500
2020-09-07,18:00:00,2020-09-08,18:00:00,King,Washington,71500
2020-09-07,18:00:00,2020-09-08,18:00:00,Pierce,Washington,71500
2020-09-07,19:05:00,2020-09-08,22:00:00,Multnomah,Oregon,103000
2020-09-07,19:05:00,2020-09-08,22:00:00,Washington,Oregon,103000
2020-09-07,19:05:00,2020-09-08,22:00:00,Clackamas,Oregon,103000
2020-09-07,19:05:00,2020-09-08,22:00:00,Marion,Oregon,103000
2020-09-07,19:05:00,2020-09-08,22:00:00,Yamhill,Oregon,103000
2020-09-07,19:05:00,2020-09-08,22:00:00,Polk,Oregon,103000
2020-09-15,22:00:00,2020-09-20,15:00:00,None,Alabama,34096
2020-09-15,22:00:00,2020-09-20,15:00:00,None,Florida,34096
2020-09-15,22:00:00,2020-09-20,15:00:00,None,Georgia,34096
2020-09-15,22:00:00,2020-09-20,15:00:00,None,Mississippi,34096
2020-09-16,03:00:00,2020-09-21,08:00:00,Baldwin,Alabama,77600
2020-09-30,05:55:00,2020-09-30,23:30:00,None,Connecticut,155000
2020-09-30,05:55:00,2020-09-30,23:30:00,None,Maine,155000
2020-09-30,05:55:00,2020-09-30,23:30:00,None,Rhode Island,155000
2020-09-30,05:55:00,2020-09-30,23:30:00,None,Massachusetts,155000
2020-09-30,05:55:00,2020-09-30,23:30:00,None,New Hampshire,155000
2020-09-30,05:55:00,2020-09-30,23:30:00,None,Vermont,155000
2020-10-07,18:50:00,2020-10-09,15:00:00,None,Connecticut,186600
2020-10-07,18:50:00,2020-10-09,15:00:00,None,Massachusetts,186600
2020-10-07,18:50:00,2020-10-09,15:00:00,None,Maine,186600
2020-10-07,18:50:00,2020-10-09,15:00:00,None,New Hampshire,186600
2020-10-07,18:50:00,2020-10-09,15:00:00,None,Rhode Island,186600
2020-10-07,18:50:00,2020-10-09,15:00:00,None,Vermont,186600
2020-10-09,20:00:00,2020-10-15,07:00:00,None,Louisiana,50000
2020-10-09,19:50:00,2020-10-11,15:09:00,Acadia Parish,Louisiana,132200
2020-10-09,19:50:00,2020-10-11,15:09:00,Beauregard Parish,Louisiana,132200
2020-10-09,19:50:00,2020-10-11,15:09:00,Calcasieu Parish,Louisiana,132200
2020-10-09,19:50:00,2020-10-11,15:09:00,Evangeline Parish,Louisiana,132200
2020-10-09,19:50:00,2020-10-11,15:09:00,Iberia Parish,Louisiana,132200
2020-10-09,19:50:00,2020-10-11,15:09:00,Rapides Parish,Louisiana,132200
2020-10-09,19:50:00,2020-10-11,15:09:00,Vernon Parish,Louisiana,132200
2020-10-09,19:50:00,2020-10-11,15:09:00,Avoyelles Parish,Louisiana,132200
2020-10-09,19:50:00,2020-10-11,15:09:00,Grant Parish,Louisiana,132200
2020-10-09,19:50:00,2020-10-11,15:09:00,Natchitoches Parish,Louisiana,132200
2020-10-09,19:50:00,2020-10-11,15:09:00,St. Landry Parish,Louisiana,132200
2020-10-09,19:50:00,2020-10-11,15:09:00,St. Mary Parish,Louisiana,132200
2020-10-09,19:50:00,2020-10-11,15:09:00,St. Tammany Parish,Louisiana,132200
2020-10-09,17:30:00,2020-10-10,18:00:00,None,Louisiana,477966
2020-10-09,17:30:00,2020-10-10,18:00:00,None,Texas,477966
2020-10-09,17:30:00,2020-10-10,18:00:00,None,Arkansas,477966
2020-10-09,17:30:00,2020-10-10,18:00:00,None,Mississippi,477966
2020-10-09,20:00:00,2020-10-10,06:00:00,Lafayette Parish,Louisiana,50000
2020-10-10,02:22:00,2020-10-10,05:00:00,Lafayette Parish,Louisiana,Unknown
2020-10-13,13:14:00,2020-10-14,14:00:00,Whatcom,Washington,76000
2020-10-13,13:14:00,2020-10-14,14:00:00,King,Washington,76000
2020-10-13,13:14:00,2020-10-14,14:00:00,Pierce,Washington,76000
2020-10-13,13:14:00,2020-10-14,14:00:00,Thurston,Washington,76000
2020-10-13,13:14:00,2020-10-14,14:00:00,Kittitas,Washington,76000
2020-10-13,13:14:00,2020-10-14,14:00:00,Kitsap,Washington,76000
2020-10-23,15:46:00,2020-10-23,23:03:00,Harris,Texas,55506
2020-10-25,14:32:00,2020-10-27,18:00:00,None,California,370000
2020-10-26,13:00:00,2020-11-07,19:00:00,Oklahoma,Oklahoma,447000
2020-10-26,13:00:00,2020-11-07,19:00:00,Canadian,Oklahoma,447000
2020-10-26,13:00:00,2020-11-07,19:00:00,Logan,Oklahoma,447000
2020-10-26,13:00:00,2020-11-07,19:00:00,Cleveland,Oklahoma,447000
2020-10-26,13:00:00,2020-11-07,19:00:00,Pottawatomie,Oklahoma,447000
2020-10-26,11:24:00,2020-10-27,16:43:00,Los Angeles,California,136833
2020-10-26,11:24:00,2020-10-27,16:43:00,Riverside,California,136833
2020-10-26,11:24:00,2020-10-27,16:43:00,San Bernardino,California,136833
2020-10-26,11:24:00,2020-10-27,16:43:00,Orange,California,136833
2020-10-26,11:24:00,2020-10-27,16:43:00,Kern,California,136833
2020-10-26,11:24:00,2020-10-27,16:43:00,Ventura,California,136833
2020-10-28,21:37:00,2020-11-02,19:30:00,None,Alabama,35478
2020-10-28,21:37:00,2020-11-02,19:30:00,None,Florida,35478
2020-10-28,21:37:00,2020-11-02,19:30:00,None,Mississippi,35478
2020-10-28,21:37:00,2020-11-02,19:30:00,None,Georgia,35478
2020-10-28,18:00:00,2020-10-29,01:15:00,None,Louisiana,481268
2020-10-28,10:28:00,2020-10-28,10:29:00,None,Texas,Unknown
2020-10-28,17:12:00,2020-10-29,16:30:00,St. Tammany Parish,Louisiana,72707
2020-10-28,17:12:00,2020-10-29,16:30:00,St. Mary Parish,Louisiana,72707
2020-10-29,08:15:00,2020-10-31,18:45:00,None,North Carolina,461580
2020-10-29,08:15:00,2020-10-31,18:45:00,None,South Carolina,461580
2020-10-29,02:00:00,2020-10-31,09:00:00,Baldwin,Alabama,90000
2020-10-29,02:00:00,2020-10-31,09:00:00,Butler,Alabama,90000
2020-10-29,02:00:00,2020-10-31,09:00:00,Clarke,Alabama,90000
2020-10-29,02:00:00,2020-10-31,09:00:00,Conecuh,Alabama,90000
2020-10-29,02:00:00,2020-10-31,09:00:00,Escambia,Alabama,90000
2020-10-29,02:00:00,2020-10-31,09:00:00,Lee,Alabama,90000
2020-10-29,02:00:00,2020-10-31,09:00:00,Lowndes,Alabama,90000
2020-10-29,02:00:00,2020-10-31,09:00:00,Macon,Alabama,90000
2020-10-29,02:00:00,2020-10-31,09:00:00,Montgomery,Alabama,90000
2020-10-29,02:00:00,2020-10-31,09:00:00,Pike,Alabama,90000
2020-10-29,02:00:00,2020-10-31,09:00:00,Russell,Alabama,90000
2020-10-29,02:00:00,2020-10-31,09:00:00,Tallapoosa,Alabama,90000
2020-10-29,02:00:00,2020-10-31,09:00:00,Talladega,Alabama,90000
2020-10-29,02:00:00,2020-10-31,09:00:00,Washington,Alabama,90000
2020-10-29,02:00:00,2020-10-31,09:00:00,Monroe,Alabama,90000
2020-10-29,02:00:00,2020-10-31,09:00:00,Escambia,Florida,90000
2020-10-29,02:00:00,2020-10-31,09:00:00,Okaloosa,Florida,90000
2020-10-29,02:00:00,2020-10-31,09:00:00,Walton,Florida,90000
2020-10-29,02:00:00,2020-10-31,09:00:00,Santa Rosa,Florida,90000
2020-11-01,18:00:00,2020-11-01,18:09:00,None,Ohio,85677
2020-11-15,15:08:00,2020-11-15,22:30:00,None,Ohio,123361
2020-11-15,14:52:00,2020-11-16,05:59:00,None,Ohio,96809
2020-11-15,12:30:00,2020-11-18,09:44:00,Huron,Michigan,150000
