Start Date,Start Time,End Date,End Time,County,State,Number of Customers Affected
2019-01-06,03:00:00,2019-01-09,07:00:00,None,Washington,230000
2019-01-06,17:56:00,2019-01-06,21:52:00,Sacramento,California,90382
2019-01-06,01:00:00,2019-01-06,12:00:00,King,Washington,230000
2019-01-06,01:00:00,2019-01-06,12:00:00,Thurston,Washington,230000
2019-01-06,01:00:00,2019-01-06,12:00:00,Pierce,Washington,230000
2019-01-12,11:30:00,2019-01-13,22:00:00,Jackson,Missouri,112530
2019-01-12,11:30:00,2019-01-13,22:00:00,Johnson,Kansas,112530
2019-01-13,05:30:00,2019-01-15,17:00:00,None,North Carolina,Unknown
2019-01-13,05:30:00,2019-01-15,17:00:00,None,South Carolina,Unknown
2019-01-16,17:26:00,2019-01-17,12:19:00,None,California,126700
2019-01-30,09:30:00,2019-01-31,18:00:00,None,Michigan,Unknown
2019-01-30,07:00:00,2019-01-30,08:08:00,Pike,Illinois,Unknown
2019-02-05,18:17:00,2019-02-05,20:26:00,None,California,33200
2019-02-07,07:39:00,2019-02-07,07:40:00,None,Arkansas,3370
2019-02-07,08:55:00,2019-02-09,16:30:00,None,Michigan,233000
2019-02-13,02:48:00,2019-02-15,00:28:00,None,California,121000
2019-02-24,18:00:00,2019-02-25,22:00:00,None,Pennsylvania,132000
2019-02-24,11:21:00,2019-02-26,17:29:00,None,Ohio,118781
2019-02-24,11:21:00,2019-02-26,17:29:00,None,Virginia,118781
2019-02-24,11:21:00,2019-02-26,17:29:00,None,West Virginia,118781
2019-02-24,18:47:00,2019-02-25,13:55:00,None,Pennsylvania,137216
2019-02-24,12:31:00,2019-02-24,14:57:00,None,Ohio,157274
2019-02-24,14:33:00,2019-02-24,18:03:00,None,Pennsylvania,94048
2019-02-24,20:02:00,2019-02-25,14:30:00,None,Michigan,115000
2019-02-25,13:35:00,2019-02-26,02:50:00,None,Connecticut,72332
2019-02-25,13:35:00,2019-02-26,02:50:00,None,Massachusetts,72332
2019-02-25,13:35:00,2019-02-26,02:50:00,None,New Hampshire,72332
2019-02-25,13:35:00,2019-02-26,02:50:00,None,Maine,72332
2019-02-25,13:35:00,2019-02-26,02:50:00,None,Vermont,72332
2019-02-25,13:35:00,2019-02-26,02:50:00,None,Rhode Island,72332
2019-03-13,15:51:00,2019-03-16,18:00:00,None,Texas,54290
2019-03-13,11:29:00,2019-03-14,21:11:00,Jefferson,Colorado,58379
2019-03-13,05:50:00,2019-03-13,10:30:00,Midland,Texas,154124
2019-03-13,05:50:00,2019-03-13,10:30:00,Ector,Texas,154124
2019-03-13,05:50:00,2019-03-13,10:30:00,Tarrant,Texas,154124
2019-03-13,05:50:00,2019-03-13,10:30:00,Dallas,Texas,154124
2019-03-13,05:50:00,2019-03-13,10:30:00,Wichita,Texas,154124
2019-03-13,05:50:00,2019-03-13,10:30:00,Brown,Texas,154124
2019-03-13,15:00:00,2019-03-14,00:00:00,None,Texas,66000
2019-03-13,15:00:00,2019-03-14,00:00:00,None,Kansas,66000
2019-03-13,15:00:00,2019-03-14,00:00:00,None,Oklahoma,66000
2019-04-07,13:46:00,2019-04-08,17:50:00,None,Texas,231956
2019-04-13,18:15:00,2019-04-13,23:15:00,None,Mississippi,60467
2019-04-13,18:15:00,2019-04-13,23:15:00,None,Arkansas,60467
